business_id,industry_type,annual_revenue,total_expenses,loan_amount,emi_amount,gst_compliance_status,current_ratio,quick_ratio,debt_equity_ratio,dscr,roce,financial_health_score,risk_category,ai_recommendation
SME_885,Services,31507736,22036437,15547546,11737,Delayed,3.38,1.05,1.6,2.29,21.81,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_886,Retail,20151515,43757062,18583900,1134,Compliant,2.33,2.28,4.33,2.24,28.76,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_887,Services,7839838,43295286,18587074,10938,Non-Compliant,2.75,2.9,2.51,3.94,8.69,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_888,Agriculture,47291381,419675,17256299,15588,Delayed,0.55,2.21,0.38,0.56,12.95,61.0,Medium Risk,Optimize working capital and control operational costs
SME_889,E-commerce,17020181,25639821,1901740,8347,Non-Compliant,0.45,2.98,2.93,2.65,7.79,63.0,Medium Risk,Optimize working capital and control operational costs
SME_890,E-commerce,14967188,26533385,5648393,5592,Compliant,0.36,2.16,2.69,4.2,16.74,97.0,Low Risk,Eligible for growth investment or working capital loan
SME_891,Retail,3438199,27564495,12651235,18108,Delayed,0.9,1.02,4.04,4.17,15.2,76.0,Low Risk,Eligible for growth investment or working capital loan
SME_892,Services,49341287,40765237,7395873,19727,Delayed,1.63,2.08,2.97,4.79,-9.29,69.0,Medium Risk,Optimize working capital and control operational costs
SME_893,Services,9498604,30515806,4584946,17270,Non-Compliant,3.29,2.17,1.64,3.52,11.65,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_894,Services,38964208,4864344,10684544,10997,Non-Compliant,1.76,1.24,4.35,1.12,-6.46,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_895,Logistics,49778740,11197637,13724252,721,Non-Compliant,1.23,0.25,3.63,0.2,-8.94,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_896,Manufacturing,43221553,12710059,19484400,9104,Delayed,2.1,2.17,2.87,2.45,21.65,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_897,Logistics,37357821,966088,11300674,19741,Delayed,0.66,0.26,1.39,2.62,0.35,39.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_898,Manufacturing,8525407,14127532,7873491,870,Compliant,2.25,1.97,1.74,1.28,3.63,63.0,Medium Risk,Optimize working capital and control operational costs
SME_899,Services,21631601,40513379,18317940,6751,Delayed,2.12,0.66,3.05,0.71,-7.44,4.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_900,Services,48555661,10551607,5875293,16881,Compliant,2.83,1.78,0.42,2.97,-2.82,95.0,Low Risk,Eligible for growth investment or working capital loan
SME_901,Logistics,26054414,1058003,18742946,1756,Non-Compliant,3.46,1.61,1.23,3.84,20.62,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_902,Logistics,27431806,44743121,12951138,1117,Non-Compliant,1.1,0.24,3.24,4.97,9.74,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_903,Manufacturing,13976005,1205113,9064281,11601,Delayed,1.93,1.22,2.21,3.82,25.23,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_904,E-commerce,45221695,9722004,1094316,2828,Non-Compliant,3.21,1.88,1.87,3.99,5.89,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_905,Manufacturing,3651882,5428035,4300915,14996,Non-Compliant,2.81,2.58,0.77,3.12,0.75,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_906,Logistics,32634444,11951409,15078236,18031,Delayed,1.86,2.69,2.04,4.93,3.9,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_907,Agriculture,30819320,21211680,6760403,13878,Compliant,3.33,1.55,3.49,3.24,18.51,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_908,Logistics,3710016,27169370,15155892,6992,Delayed,0.48,2.24,1.26,4.32,12.2,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_909,Agriculture,7237320,15833222,6620241,13778,Compliant,3.28,1.09,0.12,4.73,26.17,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_910,Retail,36443815,36046533,1636675,6771,Delayed,0.46,1.16,3.04,4.66,14.09,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_911,Logistics,24273962,39949566,15125440,16526,Delayed,2.05,0.74,4.38,1.97,9.72,43.0,Medium Risk,Optimize working capital and control operational costs
SME_912,Retail,48518519,10747918,16316160,19145,Non-Compliant,3.15,1.77,2.77,0.49,21.43,87.0,Low Risk,Eligible for growth investment or working capital loan
SME_913,E-commerce,23250760,27021905,17579065,3435,Delayed,1.14,1.08,0.63,0.94,27.9,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_914,Manufacturing,33442480,32782711,10117273,6622,Delayed,1.81,0.44,1.51,0.39,4.23,31.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_915,Agriculture,39336811,6608714,17938284,12852,Compliant,1.34,2.12,3.92,0.62,-0.0,11.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_916,Manufacturing,10325144,44506899,1035891,14806,Non-Compliant,3.35,2.18,1.12,1.0,14.65,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_917,Retail,36597069,13234263,17530710,10623,Compliant,2.94,1.21,2.77,1.77,9.95,75.0,Low Risk,Eligible for growth investment or working capital loan
SME_918,Agriculture,8533951,31047215,16658746,1848,Compliant,2.57,0.41,1.87,2.76,29.57,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_919,Manufacturing,12279534,12524052,9031370,2696,Non-Compliant,2.18,1.39,1.01,3.59,8.49,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_920,Logistics,38212981,23519273,7611432,1717,Non-Compliant,2.93,1.44,3.68,1.13,-7.03,24.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_921,Services,31529339,28158455,9156484,19456,Non-Compliant,1.56,2.07,3.37,3.4,29.09,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_922,Retail,10234816,44027391,13722816,9259,Delayed,1.73,1.08,3.01,3.55,23.74,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_923,Manufacturing,44221639,43805476,14374288,2786,Non-Compliant,2.64,2.11,1.14,2.84,-2.87,86.0,Low Risk,Eligible for growth investment or working capital loan
SME_924,Retail,42465471,28446417,5277420,14154,Non-Compliant,1.44,2.64,0.53,4.53,26.18,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_925,Retail,16552465,19040452,7272003,13409,Non-Compliant,0.5,0.86,2.64,0.64,3.63,7.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_926,Agriculture,43090048,27912406,15020740,3791,Compliant,0.54,2.94,2.54,0.97,5.08,37.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_927,Agriculture,9462049,16251428,1760511,3871,Compliant,0.67,1.28,0.93,2.2,26.26,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_928,Services,13351424,12555863,3541815,1806,Delayed,3.08,0.95,0.35,0.72,11.2,85.0,Low Risk,Eligible for growth investment or working capital loan
SME_929,Logistics,42339392,43942832,8434610,17888,Compliant,1.81,1.38,0.46,2.87,-4.49,70.0,Low Risk,Eligible for growth investment or working capital loan
SME_930,Retail,32856072,14381528,4610146,19692,Delayed,2.58,0.46,4.47,2.05,4.76,39.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_931,Manufacturing,30036204,41356756,4139289,13304,Compliant,1.56,0.55,3.55,1.49,18.88,54.0,Medium Risk,Optimize working capital and control operational costs
SME_932,E-commerce,19327165,25123448,15986546,18074,Non-Compliant,1.13,1.36,4.16,0.93,-3.03,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_933,Retail,8888512,20675624,5351826,15549,Compliant,1.41,2.33,0.96,1.74,13.61,88.0,Low Risk,Eligible for growth investment or working capital loan
SME_934,Retail,2447763,27931424,13698156,3303,Delayed,2.84,2.72,4.33,3.08,17.81,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_935,Services,27550901,5803252,6390459,19497,Compliant,2.3,2.06,0.73,2.92,3.75,99.0,Low Risk,Eligible for growth investment or working capital loan
SME_936,Logistics,41708934,28604739,1784006,16061,Non-Compliant,3.3,0.49,2.34,0.9,17.76,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_937,E-commerce,33638881,4551785,14900526,15198,Delayed,2.48,2.08,3.75,0.71,25.37,82.0,Low Risk,Eligible for growth investment or working capital loan
SME_938,Agriculture,37936581,29889478,4913478,17888,Non-Compliant,2.12,1.98,1.64,0.23,8.88,56.0,Medium Risk,Optimize working capital and control operational costs
SME_939,Agriculture,22150278,33754320,9017497,10655,Non-Compliant,2.25,2.46,1.97,0.16,5.32,52.0,Medium Risk,Optimize working capital and control operational costs
SME_940,Manufacturing,8939469,23566524,8303143,8924,Delayed,3.32,2.51,0.66,4.41,0.05,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_941,E-commerce,24955289,37592252,10755716,9940,Non-Compliant,2.82,2.63,0.64,0.32,14.17,95.0,Low Risk,Eligible for growth investment or working capital loan
SME_942,Agriculture,16441617,3684321,12233494,3924,Non-Compliant,0.38,1.36,2.83,3.68,25.19,97.0,Low Risk,Eligible for growth investment or working capital loan
SME_943,Manufacturing,38900142,17856057,6679155,9783,Compliant,2.01,2.15,3.07,4.37,2.99,92.0,Low Risk,Eligible for growth investment or working capital loan
SME_944,Logistics,43164041,22597928,5737580,4485,Non-Compliant,2.5,0.95,3.52,0.58,5.85,32.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_945,Manufacturing,48743574,20629717,14773394,12629,Non-Compliant,2.7,3.0,2.55,2.24,6.27,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_946,Agriculture,46962256,8833840,225391,13233,Non-Compliant,0.98,0.69,2.94,4.82,12.43,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_947,Services,49592554,15540449,14893670,12901,Non-Compliant,3.07,0.23,0.16,4.19,-0.86,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_948,Services,14891234,15863365,6698541,191,Delayed,3.36,0.62,0.81,2.5,22.89,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_949,Services,24535962,32170093,16968603,4917,Compliant,1.06,2.37,4.43,3.84,1.82,57.0,Medium Risk,Optimize working capital and control operational costs
SME_950,Agriculture,1943717,22629189,13872621,5831,Non-Compliant,3.12,1.45,0.43,4.18,18.21,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_951,Services,4909352,14009569,3632632,10160,Non-Compliant,0.61,1.45,3.09,1.81,10.53,41.0,Medium Risk,Optimize working capital and control operational costs
SME_952,E-commerce,31550824,1779904,14106894,13682,Delayed,0.48,2.87,0.87,4.47,13.44,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_953,Logistics,22388358,29414857,19312610,12391,Non-Compliant,0.71,2.77,3.25,2.41,-2.82,36.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_954,Manufacturing,15829502,41307604,13580994,1874,Delayed,0.48,1.07,3.21,2.69,19.4,65.0,Medium Risk,Optimize working capital and control operational costs
SME_955,Manufacturing,43648703,1837188,5596526,9062,Compliant,3.0,0.79,1.13,5.0,-2.46,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_956,Agriculture,8921928,35610753,3291070,4763,Compliant,0.49,2.58,1.29,4.23,-5.46,73.0,Low Risk,Eligible for growth investment or working capital loan
SME_957,Services,25992849,34493077,17463484,10234,Non-Compliant,1.17,2.74,2.98,1.87,11.87,67.0,Medium Risk,Optimize working capital and control operational costs
SME_958,Services,42807399,27137775,801955,9221,Non-Compliant,0.63,1.72,1.82,0.15,18.37,47.0,Medium Risk,Optimize working capital and control operational costs
SME_959,Retail,47581137,16774601,2013148,11410,Non-Compliant,1.25,1.96,0.96,3.17,-8.0,60.0,Medium Risk,Optimize working capital and control operational costs
SME_960,Logistics,1808507,39787233,4467223,14519,Delayed,0.59,0.92,3.32,3.55,-7.22,24.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_961,E-commerce,21343837,11618063,19221507,1051,Non-Compliant,2.44,2.44,0.78,3.29,22.11,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_962,Manufacturing,9831795,24089071,13561666,12225,Non-Compliant,0.73,1.97,3.86,4.84,22.36,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_963,Retail,49141341,30624818,147745,9765,Compliant,3.03,1.61,2.36,4.33,-0.19,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_964,Retail,12882318,44846332,3792824,11382,Non-Compliant,2.92,0.37,0.57,2.3,14.61,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_965,Agriculture,10486298,40504523,10119600,12580,Compliant,0.34,2.76,3.15,0.41,7.73,23.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_966,Manufacturing,600734,24967790,137686,11989,Non-Compliant,3.17,1.92,2.38,2.43,15.31,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_967,Agriculture,9046310,11399077,5250295,11939,Compliant,0.39,0.74,1.41,3.48,24.52,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_968,E-commerce,20128490,41325115,4151923,18489,Non-Compliant,1.07,1.9,1.96,3.08,-6.81,48.0,Medium Risk,Optimize working capital and control operational costs
SME_969,Retail,18503027,26663177,14401814,307,Compliant,0.4,2.1,1.41,2.74,21.12,96.0,Low Risk,Eligible for growth investment or working capital loan
SME_970,Retail,26812911,40393954,5679980,3359,Delayed,1.37,1.67,1.26,2.4,9.72,80.0,Low Risk,Eligible for growth investment or working capital loan
SME_971,Logistics,3581091,22225215,5149534,3176,Compliant,1.94,2.21,0.82,1.54,12.57,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_972,E-commerce,16502437,21995966,12312829,1251,Compliant,2.85,1.83,1.7,1.46,16.16,98.0,Low Risk,Eligible for growth investment or working capital loan
SME_973,Retail,21106265,37426182,3314344,5366,Compliant,1.38,2.85,1.2,2.55,26.9,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_974,E-commerce,11591989,36719763,49976,17901,Non-Compliant,2.56,0.35,3.11,0.89,-7.73,9.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_975,Manufacturing,13181730,9376766,19299836,6226,Non-Compliant,0.9,0.5,3.11,1.77,-8.82,0.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_976,Services,41319838,36585155,10751736,14330,Non-Compliant,2.7,0.69,2.31,1.69,-2.87,44.0,Medium Risk,Optimize working capital and control operational costs
SME_977,Retail,46789704,29397485,12031301,4891,Delayed,1.06,2.13,3.52,2.98,29.46,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_978,Logistics,33783771,18042355,18804536,4992,Delayed,0.76,2.01,3.8,0.43,18.6,37.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_979,Manufacturing,5255469,16552789,18589321,1961,Compliant,0.89,2.7,2.65,4.17,14.59,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_980,E-commerce,15553770,10367246,1947238,12497,Delayed,0.88,2.25,2.82,2.86,-8.12,34.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_981,Agriculture,26598641,7943159,9784404,19247,Compliant,1.94,1.62,1.34,3.39,25.16,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_982,Manufacturing,42028843,5784935,16553474,10848,Compliant,3.0,2.98,4.04,3.55,22.51,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_983,Retail,14650540,12555092,6330034,13255,Compliant,0.55,0.95,0.21,1.53,16.59,72.0,Low Risk,Eligible for growth investment or working capital loan
SME_984,E-commerce,45721400,14914254,11949870,4567,Delayed,2.56,2.53,1.63,2.4,3.57,91.0,Low Risk,Eligible for growth investment or working capital loan
SME_985,Services,27846162,20078933,15542211,16079,Non-Compliant,2.39,1.4,3.28,4.79,-7.18,75.0,Low Risk,Eligible for growth investment or working capital loan
SME_986,Manufacturing,2492825,23463155,45475,6513,Delayed,3.09,2.02,0.45,3.86,13.2,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_987,Retail,4332978,23993741,8080552,15235,Compliant,1.08,2.24,0.91,4.85,18.79,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_988,Logistics,31059798,19388954,5396364,11755,Compliant,1.74,1.97,2.69,3.76,-6.23,63.0,Medium Risk,Optimize working capital and control operational costs
SME_989,Agriculture,6652941,39647228,3239254,11151,Delayed,3.26,0.59,2.56,0.96,15.35,74.0,Low Risk,Eligible for growth investment or working capital loan
SME_990,E-commerce,38170243,3039929,1099577,16567,Compliant,2.41,1.44,3.35,0.42,1.45,26.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_991,Manufacturing,43037644,3533211,7232024,3358,Compliant,1.54,1.77,3.68,2.93,20.57,89.0,Low Risk,Eligible for growth investment or working capital loan
SME_992,Manufacturing,44492967,27834009,12084335,9590,Delayed,0.72,2.58,0.67,1.85,11.58,81.0,Low Risk,Eligible for growth investment or working capital loan
SME_993,Services,36786070,24617665,18380186,10988,Delayed,1.14,1.44,0.18,1.45,-4.84,42.0,Medium Risk,Optimize working capital and control operational costs
SME_994,Services,11056086,12016152,8274125,7678,Delayed,2.16,2.77,3.13,4.06,11.06,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_995,Logistics,23789643,2126199,1531064,5698,Compliant,2.6,1.43,1.43,1.9,5.83,79.0,Low Risk,Eligible for growth investment or working capital loan
SME_996,Agriculture,36958065,13156935,16121213,1273,Compliant,0.7,1.74,2.85,1.65,-2.79,19.0,High Risk,"Reduce expenses, improve cash inflow, and avoid new loans"
SME_997,Logistics,22989029,5471915,4411887,11241,Non-Compliant,2.22,2.43,0.76,4.26,23.66,100.0,Low Risk,Eligible for growth investment or working capital loan
SME_998,Retail,2440369,32405216,15043962,17480,Non-Compliant,2.06,1.83,2.16,4.25,-9.56,72.0,Low Risk,Eligible for growth investment or working capital loan
SME_999,Retail,42181557,843945,8615797,9497,Delayed,1.94,2.89,2.32,1.85,2.49,68.0,Medium Risk,Optimize working capital and control operational costs
SME_1000,Logistics,18494276,6710114,2076198,9107,Non-Compliant,2.51,2.05,2.67,4.18,-9.5,75.0,Low Risk,Eligible for growth investment or working capital loan
